sale_id,store_id,sale_time,sale_status,subtotal_amount,discount_amount,tax_amount,refund_amount,total_amount
28846,3,2026-03-14 18:45:00,completed,13.96,0.00,1.24,0,15.20
28847,2,2026-03-01 19:20:00,completed,81.84,2.50,7.04,0,86.38
28848,1,2026-07-16 12:55:00,completed,89.54,0.00,7.95,0,97.49
28849,3,2025-11-22 14:40:00,completed,21.13,0.00,1.88,0,23.01
28850,1,2026-07-01 16:50:00,completed,81.88,0.00,7.27,0,89.15
28851,2,2026-02-05 14:50:00,completed,79.39,1.00,6.96,0,85.35
28852,1,2025-12-09 18:30:00,completed,97.05,1.00,8.52,0,104.57
28853,1,2025-12-11 14:30:00,completed,47.90,1.00,4.16,0,51.06
28854,1,2026-02-08 17:35:00,completed,69.88,0.00,6.20,0,76.08
28855,3,2026-01-16 13:50:00,completed,24.23,3.00,1.88,0,23.11
28856,2,2025-11-12 09:15:00,completed,17.27,1.00,1.44,0,17.71
28857,1,2026-06-08 13:05:00,completed,18.76,0.00,1.66,0,20.42
28858,2,2026-03-14 19:45:00,completed,55.90,1.50,4.83,0,59.23
28859,2,2026-01-06 10:05:00,completed,90.91,4.00,7.71,0,94.62
28860,1,2025-11-26 20:50:00,completed,36.95,0.00,3.28,0,40.23
28861,3,2025-12-23 12:10:00,completed,86.68,2.00,7.52,0,92.20
28862,2,2026-01-31 09:30:00,completed,21.61,2.50,1.70,0,20.81
28863,2,2026-01-12 15:10:00,completed,20.96,0.50,1.82,0,22.28
28864,2,2026-01-11 10:00:00,completed,66.71,0.00,5.92,0,72.63
28865,1,2026-05-25 10:20:00,completed,35.96,0.00,3.19,0,39.15
28866,2,2026-07-20 09:55:00,completed,7.58,0.00,0.67,0,8.25
28867,3,2026-02-26 09:35:00,completed,35.32,1.00,3.05,0,37.37
28868,1,2025-12-31 16:05:00,completed,41.57,0.50,3.64,0,44.71
28869,2,2026-01-30 13:20:00,completed,59.88,3.00,5.05,0,61.93
28870,3,2026-01-14 09:15:00,completed,4.49,1.00,0.31,0,3.80
28871,2,2026-07-01 15:45:00,completed,74.68,2.00,6.45,0,79.13
28872,2,2026-02-28 15:45:00,completed,19.47,0.00,1.73,0,21.20
28873,3,2025-11-15 12:00:00,completed,45.23,0.00,4.01,0,49.24
28874,1,2026-01-22 19:00:00,completed,43.61,1.50,3.74,0,45.85
28875,2,2026-02-16 13:05:00,completed,137.82,1.00,12.14,0,148.96
28876,1,2026-07-14 12:05:00,completed,45.43,0.00,4.03,0,49.46
28877,1,2025-12-10 15:30:00,completed,84.35,0.00,7.49,0,91.84
28878,1,2025-12-02 15:00:00,completed,17.16,0.00,1.52,0,18.68
28879,2,2026-03-31 18:10:00,voided,0,0,0,0,0
28880,2,2026-02-14 18:25:00,completed,54.92,0.50,4.83,0,59.25
28881,1,2026-06-02 14:30:00,completed,87.57,0.00,7.77,0,95.34
28882,2,2026-05-29 13:45:00,completed,14.77,2.00,1.13,0,13.90
28883,1,2026-02-05 08:50:00,completed,59.89,0.00,5.32,0,65.21
28884,1,2025-11-15 12:40:00,completed,80.33,2.00,6.95,0,85.28
28885,1,2025-12-11 16:45:00,completed,88.85,0.50,7.84,0,96.19
28886,1,2026-03-19 18:20:00,completed,38.92,0.00,3.45,0,42.37
28887,1,2025-12-31 18:30:00,completed,63.39,3.50,5.32,0,65.21
28888,1,2026-07-03 16:05:00,completed,59.88,0.50,5.27,0,64.65
28889,2,2026-04-15 17:10:00,completed,39.62,0.00,3.52,0,43.14
28890,3,2026-02-06 15:35:00,completed,93.02,5.00,7.81,0,95.83
28891,2,2026-01-27 17:05:00,completed,64.38,0.00,5.71,0,70.09
28892,3,2025-11-09 09:55:00,completed,27.94,3.00,2.21,0,27.15
28893,2,2026-06-25 09:50:00,completed,29.96,0.00,2.66,0,32.62
28894,2,2026-01-26 19:10:00,completed,14.97,0.00,1.33,0,16.30
28895,3,2026-01-01 09:15:00,completed,17.98,0.00,1.60,0,19.58
28896,2,2026-03-31 08:35:00,completed,19.96,0.00,1.77,0,21.73
28897,3,2025-12-18 19:15:00,voided,0,0,0,0,0
28898,3,2026-01-05 12:30:00,completed,66.38,1.00,5.80,0,71.18
28899,3,2026-06-17 14:15:00,completed,98.48,1.50,8.61,0,105.59
28900,3,2026-01-02 13:20:00,completed,47.12,0.00,4.18,0,51.30
28901,3,2026-07-31 14:15:00,partially_refunded,49.90,1.00,4.34,9.78,53.24
28902,2,2026-04-14 08:40:00,completed,89.94,0.00,7.98,0,97.92
28903,2,2026-04-22 10:15:00,completed,47.73,1.00,4.15,0,50.88
28904,2,2025-11-27 11:50:00,completed,85.24,0.50,7.52,0,92.26
28905,2,2026-06-27 16:10:00,completed,45.06,0.00,4.00,0,49.06
28906,1,2026-03-17 19:10:00,completed,85.98,2.50,7.41,0,90.89
28907,1,2026-01-30 09:40:00,completed,38.92,1.50,3.32,0,40.74
28908,2,2026-04-30 10:00:00,completed,31.94,0.00,2.83,0,34.77
28909,1,2026-05-04 19:55:00,completed,63.91,3.50,5.36,0,65.77
28910,2,2026-03-03 08:25:00,completed,32.97,0.00,2.93,0,35.90
28911,2,2026-06-06 11:50:00,completed,60.48,2.00,5.19,0,63.67
28912,3,2026-07-13 17:00:00,completed,60.37,0.00,5.36,0,65.73
28913,3,2025-11-27 09:30:00,completed,38.42,0.00,3.41,0,41.83
28914,3,2026-05-11 17:35:00,completed,80.07,0.50,7.06,0,86.63
28915,1,2026-07-19 14:05:00,completed,28.35,1.50,2.38,0,29.23
28916,3,2025-11-03 17:30:00,completed,49.40,0.50,4.34,0,53.24
28917,3,2026-03-15 11:10:00,completed,36.23,1.50,3.08,0,37.81
28918,3,2026-02-04 09:20:00,completed,53.26,1.50,4.59,0,56.35
28919,2,2025-12-02 11:35:00,completed,45.29,0.00,4.02,0,49.31
28920,1,2025-12-13 18:10:00,completed,67.83,0.00,6.02,0,73.85
28921,1,2026-01-15 10:30:00,completed,23.46,1.00,1.99,0,24.45
28922,3,2026-01-31 20:50:00,completed,78.65,0.00,6.98,0,85.63
28923,1,2026-03-18 17:35:00,completed,40.93,0.00,3.63,0,44.56
28924,2,2026-07-23 11:45:00,completed,80.25,1.00,7.03,0,86.28
28925,3,2026-05-03 12:30:00,completed,33.73,3.00,2.73,0,33.46
28926,2,2026-03-31 18:30:00,completed,49.39,1.00,4.29,0,52.68
28927,3,2026-03-17 17:05:00,completed,85.82,0.50,7.57,0,92.89
28928,3,2025-12-05 15:10:00,completed,72.89,0.00,6.47,0,79.36
28929,2,2026-01-23 14:05:00,completed,7.99,1.50,0.58,0,7.07
28930,3,2026-03-25 14:20:00,completed,9.78,0.00,0.87,0,10.65
28931,2,2026-02-05 16:55:00,voided,0,0,0,0,0
28932,3,2025-12-19 17:00:00,completed,79.29,1.50,6.90,0,84.69
28933,1,2026-01-30 10:35:00,completed,68.56,1.50,5.95,0,73.01
28934,1,2026-06-03 20:50:00,completed,31.94,0.00,2.83,0,34.77
28935,2,2025-12-18 18:35:00,completed,62.80,0.00,5.57,0,68.37
28936,2,2026-01-09 10:55:00,completed,112.04,1.00,9.85,0,120.89
28937,3,2026-01-21 17:55:00,completed,92.84,3.00,7.97,0,97.81
28938,2,2026-01-12 14:30:00,completed,25.94,0.00,2.30,0,28.24
28939,2,2025-11-22 08:50:00,completed,6.99,2.00,0.44,0,5.43
28940,1,2026-01-21 20:20:00,completed,80.02,2.50,6.88,0,84.40
28941,1,2026-06-13 13:45:00,completed,76.76,1.50,6.68,0,81.94
28942,3,2026-03-29 14:50:00,completed,16.47,0.00,1.46,0,17.93
28943,1,2026-04-26 19:40:00,completed,102.12,1.00,8.97,0,110.09
28944,2,2026-06-02 09:30:00,completed,31.95,0.00,2.84,0,34.79
28945,1,2026-03-30 15:15:00,completed,11.98,0.00,1.06,0,13.04
28946,2,2026-05-09 09:20:00,completed,72.28,3.00,6.15,0,75.43
28947,3,2026-05-30 14:15:00,completed,19.26,0.00,1.71,0,20.97
28948,2,2026-01-11 18:55:00,completed,75.90,0.50,6.69,0,82.09
28949,2,2025-12-06 12:10:00,completed,47.90,3.00,3.98,0,48.88
28950,3,2026-04-03 15:45:00,completed,22.96,1.00,1.95,0,23.91
28951,1,2025-11-23 13:50:00,completed,69.14,1.50,6.00,0,73.64
28952,2,2026-03-10 19:40:00,completed,44.51,0.00,3.95,0,48.46
28953,3,2026-04-30 09:25:00,completed,4.99,0.00,0.44,0,5.43
28954,1,2026-05-24 10:35:00,completed,23.96,0.00,2.13,0,26.09
28955,2,2026-06-20 13:50:00,completed,67.87,2.50,5.80,0,71.17
28956,1,2026-04-06 13:35:00,completed,57.18,2.50,4.85,0,59.53
28957,3,2026-02-08 09:45:00,partially_refunded,59.91,0.00,5.32,7.61,65.23
28958,1,2026-04-20 12:35:00,completed,40.38,1.50,3.45,0,42.33
28959,1,2026-06-13 15:30:00,completed,56.41,1.50,4.87,0,59.78
28960,1,2025-11-28 20:20:00,completed,74.34,0.00,6.60,0,80.94
28961,2,2026-05-12 14:25:00,completed,17.96,0.00,1.59,0,19.55
28962,2,2026-04-04 13:15:00,completed,50.61,0.00,4.49,0,55.10
28963,1,2026-04-13 08:55:00,completed,13.47,0.00,1.20,0,14.67
28964,1,2026-07-15 13:20:00,completed,34.83,0.50,3.05,0,37.38
28965,1,2026-04-05 09:15:00,completed,22.47,1.00,1.91,0,23.38
28966,2,2026-03-28 12:55:00,completed,28.43,0.00,2.52,0,30.95
28967,2,2026-01-17 20:15:00,completed,74.06,2.00,6.40,0,78.46
28968,2,2025-12-17 18:35:00,completed,29.96,0.00,2.66,0,32.62
28969,1,2025-11-30 20:50:00,completed,27.45,0.00,2.44,0,29.89
28970,3,2025-11-03 10:15:00,completed,39.71,0.00,3.52,0,43.23
28971,1,2026-04-02 17:20:00,completed,28.94,0.00,2.57,0,31.51
28972,3,2026-05-12 11:55:00,completed,21.65,0.00,1.92,0,23.57
28973,1,2026-07-29 17:05:00,completed,93.38,1.00,8.20,0,100.58
28974,3,2025-11-07 09:30:00,completed,78.45,0.00,6.96,0,85.41
28975,3,2025-12-05 19:50:00,completed,35.83,0.00,3.18,0,39.01
28976,2,2026-07-24 16:25:00,completed,41.61,0.00,3.69,0,45.30
28977,1,2025-12-24 14:55:00,completed,3.79,0.00,0.34,0,4.13
28978,3,2025-11-23 11:40:00,completed,50.41,0.00,4.47,0,54.88
28979,1,2025-12-29 18:05:00,completed,41.92,0.00,3.72,0,45.64
28980,1,2026-06-11 15:20:00,completed,75.07,0.00,6.66,0,81.73
28981,3,2026-03-30 14:50:00,completed,21.95,1.50,1.81,0,22.26
28982,1,2026-05-18 20:40:00,voided,0,0,0,0,0
28983,3,2025-11-18 18:05:00,completed,67.60,0.00,6.00,0,73.60
28984,1,2026-05-13 11:35:00,completed,37.96,0.00,3.37,0,41.33
28985,3,2026-04-12 16:35:00,completed,55.41,0.00,4.92,0,60.33
28986,1,2026-04-27 15:35:00,completed,38.97,2.00,3.28,0,40.25
28987,1,2026-05-19 10:40:00,completed,33.94,2.50,2.79,0,34.23
28988,1,2026-06-22 20:30:00,completed,9.98,0.00,0.89,0,10.87
28989,3,2026-06-02 19:00:00,completed,48.19,0.00,4.28,0,52.47
28990,3,2026-05-02 17:30:00,completed,90.29,0.00,8.01,0,98.30
28991,2,2025-11-02 13:30:00,partially_refunded,68.39,1.50,5.94,4.89,72.83
28992,2,2026-01-30 18:30:00,completed,53.42,0.00,4.74,0,58.16
28993,1,2026-04-19 15:10:00,completed,36.43,1.50,3.10,0,38.03
28994,1,2026-01-06 14:35:00,completed,19.47,0.00,1.73,0,21.20
28995,2,2026-03-06 14:10:00,completed,42.19,2.00,3.57,0,43.76
28996,1,2025-11-07 19:15:00,completed,79.05,0.00,7.02,0,86.07
28997,3,2026-02-05 12:40:00,completed,100.92,2.50,8.73,0,107.15
28998,3,2026-01-20 17:40:00,completed,21.45,0.00,1.90,0,23.35
28999,3,2026-01-16 10:35:00,completed,83.97,0.00,7.45,0,91.42
29000,1,2025-11-05 16:50:00,completed,52.48,2.00,4.48,0,54.96
29001,1,2026-06-01 15:30:00,completed,79.90,0.00,7.09,0,86.99
29002,1,2025-12-05 17:15:00,completed,18.47,2.00,1.46,0,17.93
29003,2,2026-03-22 19:25:00,completed,65.36,0.50,5.76,0,70.62
29004,3,2026-06-01 18:40:00,completed,47.51,0.79,4.15,0,50.87
29005,2,2026-02-02 18:05:00,completed,43.92,0.00,3.90,0,47.82
29006,2,2026-07-14 09:50:00,completed,23.96,0.00,2.13,0,26.09
29007,3,2025-12-24 17:25:00,voided,0,0,0,0,0
29008,2,2026-03-26 18:40:00,completed,29.96,1.00,2.57,0,31.53
29009,2,2026-01-20 12:40:00,partially_refunded,74.04,1.50,6.44,4.34,78.98
29010,2,2026-04-05 20:40:00,completed,91.67,0.00,8.14,0,99.81
29011,1,2026-07-09 17:20:00,completed,28.93,2.00,2.39,0,29.32
29012,3,2026-04-11 15:10:00,completed,102.35,0.00,9.08,0,111.43
29013,2,2026-06-17 16:50:00,completed,17.96,1.00,1.51,0,18.47
29014,2,2025-12-22 14:00:00,completed,11.48,0.50,0.97,0,11.95
29015,3,2026-06-10 20:35:00,completed,86.36,1.50,7.53,0,92.39
29016,2,2025-12-11 10:00:00,completed,91.93,0.50,8.11,0,99.54
29017,3,2026-03-17 10:50:00,completed,8.78,0.00,0.78,0,9.56
29018,1,2026-05-13 09:35:00,completed,34.24,1.50,2.91,0,35.65
29019,3,2025-12-17 09:20:00,completed,28.84,0.00,2.56,0,31.40
29020,3,2025-11-07 20:25:00,completed,45.81,0.00,4.07,0,49.88
29021,1,2026-03-10 13:05:00,completed,37.74,0.50,3.31,0,40.55
29022,1,2025-11-29 16:20:00,completed,27.94,0.00,2.48,0,30.42
29023,1,2025-11-25 18:35:00,completed,53.94,0.00,4.79,0,58.73
29024,3,2026-03-01 18:45:00,completed,52.92,0.00,4.70,0,57.62
29025,2,2026-01-21 15:20:00,completed,47.90,1.50,4.12,0,50.52
29026,1,2026-02-21 11:35:00,completed,20.95,0.00,1.86,0,22.81
29027,2,2026-05-04 09:50:00,completed,83.36,0.50,7.35,0,90.21
29028,3,2025-11-23 14:55:00,completed,32.23,0.00,2.86,0,35.09
29029,3,2025-12-18 09:10:00,completed,55.60,0.50,4.89,0,59.99
29030,2,2025-11-07 18:55:00,completed,13.96,0.00,1.24,0,15.20
29031,1,2026-02-11 14:35:00,completed,68.37,0.50,6.02,0,73.89
29032,3,2026-07-05 19:45:00,completed,91.63,2.50,7.91,0,97.04
29033,2,2026-07-14 09:55:00,completed,81.73,0.50,7.21,0,88.44
29034,3,2026-07-15 09:25:00,completed,15.47,0.00,1.37,0,16.84
29035,2,2025-12-21 13:40:00,completed,11.98,0.00,1.06,0,13.04
29036,3,2025-11-29 14:30:00,completed,3.16,0.00,0.28,0,3.44
29037,2,2026-05-20 14:20:00,voided,0,0,0,0,0
29038,2,2026-07-14 14:50:00,completed,27.45,1.50,2.30,0,28.25
29039,2,2026-05-14 14:15:00,completed,38.30,0.00,3.40,0,41.70
29040,1,2026-02-12 15:45:00,completed,43.81,4.50,3.49,0,42.80
29041,2,2025-11-26 19:00:00,completed,2.99,0.00,0.27,0,3.26
29042,3,2026-01-08 12:20:00,completed,5.99,0.00,0.53,0,6.52
29043,2,2026-07-29 09:30:00,completed,25.96,0.00,2.30,0,28.26
29044,1,2026-03-15 16:55:00,completed,81.36,1.50,7.09,0,86.95
29045,2,2026-03-07 18:30:00,completed,26.65,0.00,2.37,0,29.02
29046,3,2025-12-18 18:35:00,completed,84.34,2.00,7.31,0,89.65
29047,2,2026-02-02 10:55:00,completed,27.94,0.00,2.48,0,30.42
29048,1,2025-12-26 15:45:00,completed,55.41,0.50,4.87,0,59.78
29049,2,2026-07-04 13:20:00,completed,35.92,0.00,3.19,0,39.11
29050,1,2025-11-22 17:45:00,completed,72.87,0.50,6.42,0,78.79
29051,3,2025-12-23 11:55:00,completed,50.80,1.00,4.42,0,54.22
29052,3,2026-02-02 10:10:00,completed,54.30,1.00,4.73,0,58.03
29053,2,2026-06-06 09:50:00,completed,52.40,0.00,4.65,0,57.05
29054,3,2025-11-01 14:45:00,completed,13.47,0.00,1.20,0,14.67
29055,2,2026-07-09 18:00:00,completed,57.48,1.50,4.97,0,60.95
29056,3,2026-07-31 11:10:00,completed,33.23,0.00,2.95,0,36.18
29057,3,2026-05-21 13:35:00,completed,27.14,0.00,2.41,0,29.55
29058,1,2026-02-01 10:35:00,completed,86.49,5.00,7.23,0,88.72
29059,3,2026-06-02 15:40:00,completed,110.82,2.00,9.66,0,118.48
29060,1,2025-11-30 19:15:00,completed,5.99,0.00,0.53,0,6.52
29061,1,2026-07-24 17:10:00,completed,84.88,1.00,7.44,0,91.32
29062,3,2026-05-05 20:00:00,completed,57.70,0.00,5.12,0,62.82
29063,3,2026-01-13 17:05:00,completed,3.49,0.00,0.31,0,3.80
29064,3,2026-06-19 18:55:00,completed,61.61,0.50,5.42,0,66.53
29065,2,2026-05-10 19:50:00,completed,57.80,0.00,5.13,0,62.93
29066,3,2026-06-28 17:15:00,completed,50.61,0.50,4.45,0,54.56
29067,3,2026-03-14 11:45:00,completed,58.98,1.50,5.10,0,62.58
29068,2,2026-02-27 15:30:00,completed,91.39,0.00,8.11,0,99.50
29069,2,2025-12-10 15:45:00,completed,87.46,1.00,7.67,0,94.13
29070,2,2026-02-22 10:05:00,completed,51.42,0.00,4.56,0,55.98
29071,1,2026-06-06 09:40:00,completed,30.93,1.00,2.66,0,32.59
29072,3,2026-07-11 13:15:00,completed,59.88,1.00,5.23,0,64.11
29073,2,2025-11-16 20:35:00,completed,104.15,3.50,8.93,0,109.58
29074,2,2025-11-07 20:20:00,completed,2.37,0.00,0.21,0,2.58
29075,1,2026-03-12 13:55:00,completed,70.58,1.00,6.18,0,75.76
29076,2,2026-07-29 20:45:00,completed,67.46,1.50,5.85,0,71.81
29077,2,2026-06-16 20:40:00,completed,15.98,0.00,1.42,0,17.40
29078,1,2026-07-18 12:55:00,completed,19.47,0.00,1.73,0,21.20
29079,3,2026-03-19 13:55:00,completed,37.29,0.00,3.31,0,40.60
29080,1,2026-06-08 17:55:00,completed,67.78,0.50,5.97,0,73.25
29081,2,2026-05-09 18:35:00,completed,58.37,0.00,5.18,0,63.55
29082,3,2026-04-24 10:25:00,completed,96.44,1.50,8.43,0,103.37
29083,2,2026-05-24 09:20:00,partially_refunded,54.86,0.00,4.87,10.84,59.73
29084,1,2026-03-15 19:50:00,completed,95.82,2.00,8.33,0,102.15
29085,3,2026-05-16 14:50:00,completed,17.98,0.00,1.60,0,19.58
29086,2,2026-07-03 18:10:00,completed,11.98,0.00,1.06,0,13.04
29087,2,2026-07-01 19:35:00,completed,44.02,0.00,3.91,0,47.93
29088,1,2026-06-08 11:50:00,completed,11.56,1.00,0.94,0,11.50
29089,1,2026-07-25 18:55:00,completed,106.43,1.50,9.31,0,114.24
29090,1,2025-11-17 18:55:00,completed,45.90,1.00,3.98,0,48.88
29091,3,2026-07-30 14:15:00,completed,33.46,0.00,2.97,0,36.43
29092,1,2025-12-21 08:05:00,completed,28.95,0.00,2.57,0,31.52
29093,1,2026-03-15 15:00:00,completed,42.82,0.00,3.80,0,46.62
29094,1,2026-04-01 16:55:00,completed,60.99,0.79,5.34,0,65.54
29095,3,2026-06-19 12:55:00,completed,59.68,2.00,5.12,0,62.80
29096,2,2026-02-22 18:20:00,completed,4.49,0.00,0.40,0,4.89
29097,1,2026-02-25 16:10:00,partially_refunded,112.44,2.50,9.76,26.10,119.70
29098,1,2026-07-04 13:00:00,completed,15.98,0.00,1.42,0,17.40
29099,3,2025-12-21 09:35:00,completed,32.71,0.79,2.83,0,34.75
29100,3,2025-12-12 13:10:00,completed,61.94,0.00,5.50,0,67.44
29101,3,2026-04-24 18:25:00,completed,33.42,2.00,2.79,0,34.21
29102,2,2026-04-10 13:45:00,completed,32.76,0.00,2.91,0,35.67
29103,3,2026-04-10 17:50:00,completed,55.41,0.00,4.92,0,60.33
29104,1,2026-05-31 20:40:00,completed,96.75,2.00,8.41,0,103.16
29105,3,2026-06-23 11:20:00,completed,75.48,3.00,6.43,0,78.91
29106,3,2026-01-21 16:30:00,completed,65.49,0.50,5.77,0,70.76
29107,2,2025-12-08 12:00:00,completed,24.14,0.00,2.14,0,26.28
29108,2,2026-02-08 08:15:00,completed,23.45,0.00,2.08,0,25.53
29109,2,2026-01-04 08:15:00,completed,71.67,3.00,6.09,0,74.76
29110,1,2026-07-29 16:55:00,completed,51.29,2.00,4.37,0,53.66
29111,3,2026-01-05 18:00:00,completed,70.77,0.00,6.28,0,77.05
29112,3,2026-01-07 12:50:00,completed,36.44,0.50,3.19,0,39.13
29113,2,2026-04-25 19:20:00,completed,36.83,0.00,3.27,0,40.10
29114,3,2026-07-14 09:05:00,completed,53.92,2.00,4.61,0,56.53
29115,1,2026-01-27 12:05:00,completed,23.98,0.00,2.13,0,26.11
29116,1,2026-03-02 18:15:00,completed,29.45,3.50,2.30,0,28.25
29117,2,2026-06-11 15:55:00,completed,15.96,0.00,1.42,0,17.38
29118,3,2026-07-23 16:45:00,completed,54.51,0.50,4.79,0,58.80
29119,3,2026-04-27 16:30:00,completed,23.96,0.00,2.13,0,26.09
29120,1,2026-04-25 09:05:00,completed,68.41,1.00,5.98,0,73.39
29121,2,2026-03-22 19:30:00,completed,8.58,0.00,0.76,0,9.34
29122,1,2025-12-17 09:45:00,completed,58.48,0.00,5.19,0,63.67
29123,2,2026-06-11 10:15:00,completed,31.83,2.50,2.60,0,31.93
29124,3,2026-02-07 11:25:00,completed,47.96,0.00,4.26,0,52.22
29125,2,2026-05-18 17:10:00,completed,36.44,0.00,3.23,0,39.67
29126,3,2026-04-23 17:05:00,completed,46.09,1.50,3.96,0,48.55
29127,2,2026-07-24 17:40:00,completed,64.93,0.00,5.76,0,70.69
29128,3,2026-05-09 15:00:00,completed,76.45,4.00,6.43,0,78.88
29129,2,2026-03-01 17:40:00,completed,23.96,1.50,1.99,0,24.45
29130,2,2025-11-05 15:20:00,completed,73.79,1.50,6.42,0,78.71
29131,2,2026-03-21 09:35:00,completed,15.27,0.00,1.36,0,16.63
29132,2,2026-07-13 13:55:00,completed,85.47,0.00,7.59,0,93.06
29133,1,2026-05-14 08:30:00,voided,0,0,0,0,0
29134,1,2026-05-25 10:50:00,completed,68.09,0.00,6.04,0,74.13
29135,2,2026-04-14 10:10:00,completed,24.45,4.00,1.81,0,22.26
29136,1,2026-06-13 08:30:00,partially_refunded,32.52,3.00,2.62,2.71,32.14
29137,2,2026-04-05 17:05:00,completed,63.99,0.00,5.68,0,69.67
29138,3,2025-11-25 14:10:00,completed,118.82,0.00,10.55,0,129.37
29139,3,2026-07-27 14:00:00,completed,25.96,0.00,2.30,0,28.26
29140,3,2026-05-27 13:10:00,completed,77.26,2.50,6.63,0,81.39
29141,1,2026-01-17 15:30:00,completed,63.27,0.00,5.62,0,68.89
29142,2,2026-05-18 17:00:00,completed,17.16,0.00,1.52,0,18.68
29143,2,2026-02-19 19:05:00,completed,45.13,0.00,4.01,0,49.14
29144,2,2026-06-28 11:00:00,completed,39.95,0.00,3.55,0,43.50
29145,1,2025-12-14 18:25:00,completed,12.98,0.00,1.15,0,14.13
29146,1,2026-01-19 17:55:00,completed,7.98,0.00,0.71,0,8.69
29147,2,2026-05-27 19:45:00,completed,52.52,2.50,4.44,0,54.46
29148,2,2026-03-22 19:00:00,completed,43.12,0.00,3.83,0,46.95
29149,2,2026-02-05 08:10:00,partially_refunded,37.92,0.00,3.37,19.57,41.29
29150,2,2026-06-23 12:35:00,partially_refunded,72.15,0.00,6.40,3.80,78.55
29151,1,2025-12-17 12:00:00,completed,134.32,0.00,11.92,0,146.24
29152,1,2026-04-27 18:45:00,completed,48.92,0.00,4.34,0,53.26
29153,3,2025-12-18 15:30:00,completed,73.49,3.00,6.26,0,76.75
29154,1,2026-01-04 19:10:00,completed,83.24,0.00,7.39,0,90.63
29155,3,2026-04-12 19:10:00,completed,102.68,0.00,9.11,0,111.79
29156,3,2026-01-05 09:20:00,completed,76.39,4.00,6.42,0,78.81
29157,1,2026-01-03 08:35:00,completed,77.55,3.50,6.57,0,80.62
29158,3,2026-07-02 13:20:00,completed,26.54,0.00,2.36,0,28.90
29159,2,2026-01-27 11:10:00,completed,96.54,3.50,8.26,0,101.30
29160,1,2026-05-27 14:40:00,completed,41.90,0.00,3.72,0,45.62
29161,3,2026-05-21 12:35:00,completed,50.92,0.00,4.52,0,55.44
29162,3,2026-03-21 12:05:00,completed,38.97,0.00,3.46,0,42.43
29163,3,2026-06-17 09:25:00,completed,62.91,1.50,5.45,0,66.86
29164,2,2026-06-24 08:10:00,completed,59.88,1.50,5.18,0,63.56
29165,1,2025-11-12 14:25:00,completed,86.27,2.00,7.48,0,91.75
29166,3,2026-04-25 15:05:00,completed,101.85,0.00,9.04,0,110.89
29167,3,2026-03-11 16:10:00,completed,68.19,0.00,6.05,0,74.24
29168,1,2026-03-05 12:40:00,completed,12.98,0.00,1.15,0,14.13
29169,1,2026-06-14 08:45:00,completed,61.42,0.00,5.45,0,66.87
29170,3,2026-06-13 17:45:00,completed,6.99,1.50,0.49,0,5.98
29171,2,2025-11-09 13:45:00,completed,85.32,0.00,7.57,0,92.89
29172,1,2026-03-25 20:05:00,completed,42.43,0.00,3.77,0,46.20
29173,2,2025-12-18 13:45:00,completed,63.88,3.00,5.40,0,66.28
29174,1,2026-05-09 14:30:00,completed,49.95,0.00,4.43,0,54.38
29175,2,2025-11-15 17:40:00,completed,56.39,0.00,5.00,0,61.39
29176,3,2026-03-02 14:45:00,completed,43.42,2.00,3.68,0,45.10
29177,2,2025-11-04 18:50:00,completed,38.72,4.00,3.08,0,37.80
29178,1,2026-05-18 11:45:00,completed,65.76,2.00,5.66,0,69.42
29179,3,2026-02-17 12:05:00,completed,5.07,2.00,0.27,0,3.34
29180,3,2026-05-16 11:40:00,completed,26.42,0.00,2.34,0,28.76
29181,1,2026-07-16 19:10:00,completed,29.95,2.00,2.48,0,30.43
29182,1,2026-07-10 11:05:00,completed,68.96,1.50,5.99,0,73.45
29183,3,2026-06-14 09:25:00,completed,52.91,0.00,4.70,0,57.61
29184,3,2026-06-27 17:20:00,completed,36.92,2.00,3.10,0,38.02
29185,1,2026-06-03 19:40:00,completed,81.16,0.00,7.20,0,88.36
29186,2,2026-01-21 14:05:00,completed,62.88,0.00,5.58,0,68.46
29187,1,2026-03-20 18:10:00,completed,10.47,0.00,0.93,0,11.40
29188,3,2026-03-24 16:30:00,completed,16.47,0.50,1.42,0,17.39
29189,3,2025-12-13 10:00:00,completed,110.83,0.00,9.84,0,120.67
29190,1,2026-03-09 09:20:00,completed,44.55,0.00,3.95,0,48.50
29191,1,2026-03-04 14:10:00,completed,4.98,1.00,0.35,0,4.33
29192,1,2025-12-30 11:10:00,completed,49.41,1.50,4.25,0,52.16
29193,3,2026-01-30 13:35:00,completed,45.92,0.00,4.08,0,50.00
29194,1,2026-01-07 12:20:00,completed,58.69,2.00,5.03,0,61.72
29195,1,2026-02-22 15:35:00,completed,53.43,0.50,4.70,0,57.63
29196,3,2026-06-21 12:45:00,completed,10.47,0.00,0.93,0,11.40
29197,3,2026-01-16 15:55:00,completed,38.41,0.50,3.36,0,41.27
29198,1,2026-01-06 11:20:00,completed,20.85,0.00,1.85,0,22.70
29199,1,2026-04-25 15:50:00,completed,97.15,2.00,8.44,0,103.59
29200,3,2026-04-10 15:20:00,completed,56.40,0.00,5.01,0,61.41
29201,2,2026-01-01 09:25:00,completed,7.98,0.00,0.71,0,8.69
29202,1,2026-04-30 16:30:00,completed,56.70,1.00,4.94,0,60.64
